Record_Number,Amount_Requested,Interest_Rate_Percentage,Loan_Length_in_Months,Loan_Purpose,Monthly_PAYMENT,Total_Amount_Funded,Debt_To_Income_Ratio_Percentage,FICO,Status
3394,8000,10.25,36,3,259.08,8000,6.55,762,0
3395,11200,13.98,60,2,260.49,11200,16.88,707,0
3396,20000,22.48,60,1,557.86,20000,22.9,662,0
3397,15000,7.66,36,8,467.7,15000,12.48,772,1
3398,9000,15.31,36,1,313.34,9000,6.14,662,0
3399,25000,14.46,60,2,587.69,25000,11.23,722,1
3400,10400,22.35,60,1,289.32,10400,8.82,677,0
3401,19000,7.05,36,6,587.1,19000,7,752,0
3402,1000,10.59,36,7,32.55,1000,14.47,687,0
3403,25000,13.23,60,1,571.78,25000,20.94,742,0
3404,20500,13.67,60,1,473.5,20500,14.2,752,0
3405,1000,5.42,36,14,30.16,1000,3.47,782,1
3406,20675,6.99,36,4,638.29,20675,8.27,777,1
3407,10000,8.9,36,2,317.54,10000,13.66,717,1
3408,5400,18.39,60,14,138.28,5400,9.29,672,0
3409,6000,12.12,36,6,199.63,6000,33.32,677,0
3410,20000,13.61,60,1,388.68,16850,9.89,712,0
3411,8000,15.31,36,1,278.54,8000,15.15,677,1
3412,4000,7.14,36,1,123.77,4000,4.14,742,1
3413,7500,8.63,36,14,237.21,7500,19.2,787,0
3414,13000,14.11,36,1,444.98,13000,19.03,687,1
3415,3000,12.99,60,5,68.25,3000,6.07,747,0
3416,12000,6.62,36,1,368.45,12000,20.57,747,1
3417,18000,16.02,60,3,437.92,18000,9.36,767,1
3418,24250,12.18,36,1,807.53,24250,14.77,742,1
3419,15250,16.7,36,3,541.4,15250,13.16,747,0
3420,13000,9.99,36,1,419.42,13000,7.34,702,1
3421,4000,7.88,36,2,125.13,4000,16.98,727,1
3422,10000,17.58,60,1,251.66,10000,15.09,692,1
3423,15000,10.25,36,1,485.78,15000,14.96,737,0
3424,15000,10.99,36,5,491.03,15000,0.41,752,1
3425,2500,7.68,36,1,77.98,2500,0.38,822,0
3426,3200,7.68,36,11,65.5,2100,3.59,757,1
3427,20000,13.49,36,2,678.61,20000,12.46,702,1
3428,7600,8.49,36,13,239.88,7600,13.67,767,0
3429,5000,13.22,36,5,169.01,5000,15.4,692,0
3430,7125,21.98,60,14,196.71,7125,14.45,667,0
3431,15000,10.25,36,1,485.78,15000,20.68,737,0
3432,3600,7.49,36,10,111.97,3600,15.72,742,1
3433,8000,11.71,36,14,264.61,8000,15.84,702,0
3434,4500,9.63,36,14,144.43,4500,0.82,747,0
3435,2100,6.39,36,3,64.27,2100,1.53,772,1
3436,12000,11.86,60,10,266.09,12000,1.05,742,0
3437,9000,9.91,36,2,290.03,9000,16.41,712,1
3438,10000,10.2,36,2,323.62,10000,13.32,737,1
3439,19000,6.99,36,2,586.58,19000,17.68,752,0
3440,20000,10.25,36,1,647.7,20000,6.06,767,0
3441,10100,13.55,36,1,343,10100,15.82,667,0
3442,3500,10.99,36,4,114.57,3500,11.98,692,1
3443,35000,15.65,60,1,527.9,21875,11.31,747,1
3444,9600,7.88,60,5,194.11,9600,0.86,792,1
3445,12000,13.72,60,5,277.49,12000,8.78,702,0
3446,20000,12.18,36,1,666,20000,15.1,722,1
3447,14400,16.82,36,1,512.09,14400,10.83,672,1
3448,5125,8.59,36,2,162.01,5125,24.12,742,1
3449,3200,6.99,36,7,98.8,3200,11.15,732,1
3450,5600,14.96,36,1,194.02,5600,4,667,0
3451,3000,13.79,36,14,102.23,3000,2.18,697,1
3452,3600,5.42,36,2,108.58,3600,13.49,767,1
3453,6500,15.99,36,7,228.49,6500,13.01,662,1
3454,6000,10.39,36,2,194.71,6000,13.88,702,1
3455,8000,6.76,36,7,246.14,8000,11.38,787,1
3456,15000,17.77,36,1,540.56,15000,22.45,672,0
3457,9000,12.18,36,1,299.7,9000,9.48,737,1
3458,2500,6.03,36,5,76.09,2500,2.96,802,1
3459,3000,13.35,36,6,101.59,3000,5.38,697,1
3460,8000,7.49,36,1,248.82,8000,4.11,732,1
3461,11500,14.46,36,4,395.62,11500,13.71,682,0
3462,7000,10.37,36,1,227.09,7000,7.06,692,1
3463,14125,15.96,36,5,496.32,14125,20.25,677,0
3464,5000,12.18,36,1,166.5,5000,10.5,692,1
3465,19000,11.83,36,1,629.55,19000,10.93,742,1
3466,6400,10.95,36,1,209.37,6400,6.15,742,1
3467,25000,19.04,60,1,527.69,20325,19.17,697,0
3468,2000,13.16,36,1,67.55,2000,9.55,687,0
3469,25500,15.96,36,2,896.01,25500,9.18,692,1
3470,7000,17.88,36,14,252.65,7000,21.79,677,0
3471,20000,13.79,36,5,681.51,20000,16.57,687,1
3472,3500,14.65,36,1,120.73,3500,14.9,662,0
3473,12000,10.37,60,1,257.16,12000,16.23,782,1
3474,6000,7.49,36,1,186.61,6000,18.85,722,1
3475,6000,13.35,36,1,203.18,6000,21.36,667,1
3476,3275,8.88,36,4,103.97,3275,10.02,722,1
3477,3000,13.79,36,5,102.23,3000,15.83,682,1
3478,25000,17.46,36,2,897.06,25000,3.94,662,0
3479,10000,18.09,36,5,361.96,10000,21.69,667,0
3480,15000,15.95,36,1,526.99,15000,12.24,662,1
